eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences
exp,exp_name,gregory,Gregory,314717,314724,13,1255,15,M_4906,"""Yes,"" said Gregory, with a great and dangerous restraint, ""I am the real anarchist.""","-- Oui, dit Gregory menacant et se maitrisant, je suis le veritable anarchiste.",3096,aligned,344130,344209,314706,314789,"-- Oui, dit Gregory menacant et se maitrisant, je suis le veritable anarchiste.
","Yes,"" said Gregory, with a great and dangerous restraint, ""I am the
real anarchist.""",['Gregoire'],"[(None, None, None)]"
booknlp,COREF,112,I,314765,314766,13,1255,15,M_4907,"""Yes,"" said Gregory, with a great and dangerous restraint, ""I am the real anarchist.""","-- Oui, dit Gregory menacant et se maitrisant, je suis le veritable anarchiste.",3096,aligned,344130,344209,314706,314789,"-- Oui, dit Gregory menacant et se maitrisant, je suis le veritable anarchiste.
","Yes,"" said Gregory, with a great and dangerous restraint, ""I am the
real anarchist.""","['je', ""j'""]","[('je', 344177, 344179)]"
exp,exp_name,bull,Bull,314826,314830,7,1256,15,M_4908,"""'Now there was a day,'"" murmured Bull, who seemed really to have fallen asleep, ""'when the sons of God came to present themselves before the Lord, and Satan came also among them.'""","-- Or il arriva un jour, murmura Bull qui paraissait s'etre endormi pour tout de bon, que les fils de Dieu etant venus se presenter devant l'Eternel, Satan vint aussi au milieu d'eux.",3095,aligned,344211,344394,314794,314971,"-- Or il arriva un jour, murmura Bull qui paraissait s'etre endormi pour tout de bon, que les fils de Dieu etant venus se presenter devant l'Eternel, Satan vint aussi au milieu d'eux.
","Now there was a day,'"" murmured Bull, who seemed really to have
fallen asleep, ""'when the sons of God came to present themselves before
the Lord, and Satan came also among them.'",['Taureau'],"[(None, None, None)]"
pdnc,qID,Q793-2,You,314976,314979,7,1257,15,M_4909,"""You are right,"" said Gregory, and gazed all round.","-- Vous avez raison, dit Gregory en regardant autour de lui,",3101,aligned,344396,344456,314976,315026,"-- Vous avez raison, dit Gregory en regardant autour de lui, ","You are right,"" said Gregory, and gazed all round. ",['Toi'],"[(None, None, None)]"
exp,exp_name,gregory,Gregory,314997,315004,13,1257,15,M_4910,"""You are right,"" said Gregory, and gazed all round.","-- Vous avez raison, dit Gregory en regardant autour de lui,",3101,aligned,344396,344456,314976,315026,"-- Vous avez raison, dit Gregory en regardant autour de lui, ","You are right,"" said Gregory, and gazed all round. ",['Gregoire'],"[(None, None, None)]"
booknlp,COREF,112,I,315028,315029,13,1257,15,M_4911,"""I am a destroyer. I would destroy the world if I could.""",je suis le destructeur. Je detruirais le monde si je le pouvais.,3099,aligned,344457,344521,315028,315083,"je suis le destructeur. Je detruirais le monde si je le pouvais.
","I am a destroyer.
I would destroy the world if I could.""","['je', ""j'""]","[('je', 344457, 344459), ('je', 344481, 344483), ('je', 344507, 344509)]"
booknlp,COREF,112,I,315046,315047,13,1257,15,M_4912,"""I am a destroyer. I would destroy the world if I could.""",je suis le destructeur. Je detruirais le monde si je le pouvais.,3099,aligned,344457,344521,315028,315083,"je suis le destructeur. Je detruirais le monde si je le pouvais.
","I am a destroyer.
I would destroy the world if I could.""","['je', ""j'""]","[('je', 344457, 344459), ('je', 344481, 344483), ('je', 344507, 344509)]"
booknlp,COREF,112,I,315075,315076,13,1257,15,M_4913,"""I am a destroyer. I would destroy the world if I could.""",je suis le destructeur. Je detruirais le monde si je le pouvais.,3099,aligned,344457,344521,315028,315083,"je suis le destructeur. Je detruirais le monde si je le pouvais.
","I am a destroyer.
I would destroy the world if I could.""","['je', ""j'""]","[('je', 344457, 344459), ('je', 344481, 344483), ('je', 344507, 344509)]"
exp,exp_name,syme,Syme,315140,315144,9,1258,15,M_4914,"A sense of a pathos far under the earth stirred up in Syme, and he spoke brokenly and without sequence.","Un sentiment de pathetique qui semblait venir des profondeurs de la terre s'empara de Syme, et il parla d'une facon saccadee et incoherente. ~~~ -- Oh !",3103,aligned,344523,344672,315086,315189,"Un sentiment de pathetique qui semblait venir des profondeurs de la terre s'empara de Syme, et il parla d'une facon saccadee et incoherente.

-- Oh ! ","A sense of a pathos far under the earth stirred up in Syme, and he
spoke brokenly and without sequence.
",['Symer'],"[(None, None, None)]"
booknlp,COREF,93,he,315150,315152,9,1258,15,M_4915,"A sense of a pathos far under the earth stirred up in Syme, and he spoke brokenly and without sequence.","Un sentiment de pathetique qui semblait venir des profondeurs de la terre s'empara de Syme, et il parla d'une facon saccadee et incoherente. ~~~ -- Oh !",3103,aligned,344523,344672,315086,315189,"Un sentiment de pathetique qui semblait venir des profondeurs de la terre s'empara de Syme, et il parla d'une facon saccadee et incoherente.

-- Oh ! ","A sense of a pathos far under the earth stirred up in Syme, and he
spoke brokenly and without sequence.
",['il'],"[('il', 344618, 344620)]"
pdnc,qID,Q794-0,most unhappy man,315196,315212,13,1259,15,M_4916,"""Oh, most unhappy man,"" he cried, ""try to be happy! You have red hair like your sister.""","'s'ecria-t-il, o le plus malheureux des hommes, essayez d'etre heureux ! Vous avez les cheveux blonds, comme votre soeur...",3104,aligned,344673,344795,315192,315278,"s'ecria-t-il, o le plus malheureux des hommes, essayez d'etre heureux ! Vous avez les cheveux blonds, comme votre soeur...
","Oh, most unhappy man,"" he cried, ""try to be happy! You have red hair
like your sister.""",['homme le plus malheureux'],"[(None, None, None)]"
booknlp,COREF,93,he,315215,315217,9,1259,15,M_4917,"""Oh, most unhappy man,"" he cried, ""try to be happy! You have red hair like your sister.""","'s'ecria-t-il, o le plus malheureux des hommes, essayez d'etre heureux ! Vous avez les cheveux blonds, comme votre soeur...",3104,aligned,344673,344795,315192,315278,"s'ecria-t-il, o le plus malheureux des hommes, essayez d'etre heureux ! Vous avez les cheveux blonds, comme votre soeur...
","Oh, most unhappy man,"" he cried, ""try to be happy! You have red hair
like your sister.""",['il'],"[('il', 344683, 344685)]"
pdnc,qID,Q794-1,You,315243,315246,13,1259,15,M_4918,"""Oh, most unhappy man,"" he cried, ""try to be happy! You have red hair like your sister.""","'s'ecria-t-il, o le plus malheureux des hommes, essayez d'etre heureux ! Vous avez les cheveux blonds, comme votre soeur...",3104,aligned,344673,344795,315192,315278,"s'ecria-t-il, o le plus malheureux des hommes, essayez d'etre heureux ! Vous avez les cheveux blonds, comme votre soeur...
","Oh, most unhappy man,"" he cried, ""try to be happy! You have red hair
like your sister.""",['Toi'],"[(None, None, None)]"
pdnc,qID,Q794-1,your sister,315266,315277,17,1259,15,M_4919,"""Oh, most unhappy man,"" he cried, ""try to be happy! You have red hair like your sister.""","'s'ecria-t-il, o le plus malheureux des hommes, essayez d'etre heureux ! Vous avez les cheveux blonds, comme votre soeur...",3104,aligned,344673,344795,315192,315278,"s'ecria-t-il, o le plus malheureux des hommes, essayez d'etre heureux ! Vous avez les cheveux blonds, comme votre soeur...
","Oh, most unhappy man,"" he cried, ""try to be happy! You have red hair
like your sister.""",['ta soeur'],"[(None, None, None)]"
booknlp,COREF,112,My,315282,315284,13,1260,15,M_4920,"""My red hair, like red flames, shall burn up the world,"" said Gregory.","J'ai des cheveux fauves, fauves comme le feu, dit Gregory, couleur de la fournaise ou perira le monde !",3106,aligned,344800,344903,315282,315351,"J'ai des cheveux fauves, fauves comme le feu, dit Gregory, couleur de la fournaise ou perira le monde ! ","My red hair, like red flames, shall burn up the world,"" said Gregory.
",['Mon'],"[(None, None, None)]"
exp,exp_name,gregory,Gregory,315343,315350,13,1260,15,M_4921,"""My red hair, like red flames, shall burn up the world,"" said Gregory.","J'ai des cheveux fauves, fauves comme le feu, dit Gregory, couleur de la fournaise ou perira le monde !",3106,aligned,344800,344903,315282,315351,"J'ai des cheveux fauves, fauves comme le feu, dit Gregory, couleur de la fournaise ou perira le monde ! ","My red hair, like red flames, shall burn up the world,"" said Gregory.
",['Gregoire'],"[(None, None, None)]"
booknlp,COREF,112,I,315353,315354,13,1260,15,M_4922,"""I thought I hated everything more than common men can hate anything; but I find that I do not hate everything so much as I hate you!""",Je pensais hair toutes choses plus qu'aucun homme ordinaire ne saurait hair une seule entre toutes les choses. Mais je vois maintenant qu'il n'est rien ni personne que je haisse autant que vous.,3107,aligned,344904,345098,315353,315485,"Je pensais hair toutes choses plus qu'aucun homme ordinaire ne saurait hair une seule entre toutes les choses. Mais je vois maintenant qu'il n'est rien ni personne que je haisse autant que vous.
","I thought I hated everything more than common men can hate anything;
but I find that I do not hate everything so much as I hate you!""","['je', ""j'""]","[('je', 344904, 344906), ('je', 345020, 345022), ('je', 345072, 345074)]"
booknlp,COREF,112,I,315363,315364,13,1260,15,M_4923,"""I thought I hated everything more than common men can hate anything; but I find that I do not hate everything so much as I hate you!""",Je pensais hair toutes choses plus qu'aucun homme ordinaire ne saurait hair une seule entre toutes les choses. Mais je vois maintenant qu'il n'est rien ni personne que je haisse autant que vous.,3107,aligned,344904,345098,315353,315485,"Je pensais hair toutes choses plus qu'aucun homme ordinaire ne saurait hair une seule entre toutes les choses. Mais je vois maintenant qu'il n'est rien ni personne que je haisse autant que vous.
","I thought I hated everything more than common men can hate anything;
but I find that I do not hate everything so much as I hate you!""","['je', ""j'""]","[('je', 344904, 344906), ('je', 345020, 345022), ('je', 345072, 345074)]"
booknlp,COREF,112,I,315426,315427,13,1260,15,M_4924,"""I thought I hated everything more than common men can hate anything; but I find that I do not hate everything so much as I hate you!""",Je pensais hair toutes choses plus qu'aucun homme ordinaire ne saurait hair une seule entre toutes les choses. Mais je vois maintenant qu'il n'est rien ni personne que je haisse autant que vous.,3107,aligned,344904,345098,315353,315485,"Je pensais hair toutes choses plus qu'aucun homme ordinaire ne saurait hair une seule entre toutes les choses. Mais je vois maintenant qu'il n'est rien ni personne que je haisse autant que vous.
","I thought I hated everything more than common men can hate anything;
but I find that I do not hate everything so much as I hate you!""","['je', ""j'""]","[('je', 344904, 344906), ('je', 345020, 345022), ('je', 345072, 345074)]"
booknlp,COREF,112,I,315438,315439,13,1260,15,M_4925,"""I thought I hated everything more than common men can hate anything; but I find that I do not hate everything so much as I hate you!""",Je pensais hair toutes choses plus qu'aucun homme ordinaire ne saurait hair une seule entre toutes les choses. Mais je vois maintenant qu'il n'est rien ni personne que je haisse autant que vous.,3107,aligned,344904,345098,315353,315485,"Je pensais hair toutes choses plus qu'aucun homme ordinaire ne saurait hair une seule entre toutes les choses. Mais je vois maintenant qu'il n'est rien ni personne que je haisse autant que vous.
","I thought I hated everything more than common men can hate anything;
but I find that I do not hate everything so much as I hate you!""","['je', ""j'""]","[('je', 344904, 344906), ('je', 345020, 345022), ('je', 345072, 345074)]"
booknlp,COREF,112,I,315474,315475,13,1260,15,M_4926,"""I thought I hated everything more than common men can hate anything; but I find that I do not hate everything so much as I hate you!""",Je pensais hair toutes choses plus qu'aucun homme ordinaire ne saurait hair une seule entre toutes les choses. Mais je vois maintenant qu'il n'est rien ni personne que je haisse autant que vous.,3107,aligned,344904,345098,315353,315485,"Je pensais hair toutes choses plus qu'aucun homme ordinaire ne saurait hair une seule entre toutes les choses. Mais je vois maintenant qu'il n'est rien ni personne que je haisse autant que vous.
","I thought I hated everything more than common men can hate anything;
but I find that I do not hate everything so much as I hate you!""","['je', ""j'""]","[('je', 344904, 344906), ('je', 345020, 345022), ('je', 345072, 345074)]"
pdnc,qID,Q795-1,you,315481,315484,9,1260,15,M_4927,"""I thought I hated everything more than common men can hate anything; but I find that I do not hate everything so much as I hate you!""",Je pensais hair toutes choses plus qu'aucun homme ordinaire ne saurait hair une seule entre toutes les choses. Mais je vois maintenant qu'il n'est rien ni personne que je haisse autant que vous.,3107,aligned,344904,345098,315353,315485,"Je pensais hair toutes choses plus qu'aucun homme ordinaire ne saurait hair une seule entre toutes les choses. Mais je vois maintenant qu'il n'est rien ni personne que je haisse autant que vous.
","I thought I hated everything more than common men can hate anything;
but I find that I do not hate everything so much as I hate you!""","['tu', 'vous']","[('vous', 345093, 345097)]"
booknlp,COREF,93,I,315489,315490,9,1261,15,M_4928,"""I never hated you,"" said Syme very sadly.","-- Je ne vous ai jamais hai, dit Syme tristement.",3108,aligned,345100,345149,315489,315530,"-- Je ne vous ai jamais hai, dit Syme tristement.
","I never hated you,"" said Syme very sadly.
","['je', ""j'""]","[('je', 345103, 345105)]"
